Software,RP Name,Software's Web Page,Software Documentation/Link,Example Software Use (link)
nss,"aces, faster",https://github.com/nss-dev/nss,https://firefox-source-docs.mozilla.org/security/nss/index.html,"https://github.com/nss-dev/nss#tests , https://nss-crypto.org/reference/security/nss/legacy/new_nss_samples/index.html#mozilla-projects-nss-new-nss-samples , https://nss-crypto.org/reference/security/nss/legacy/nss_sample_code/utiltiies_for_nss_samples/index.html#mozilla-projects-nss-nss-sample-code-utiltiies-for-nss-samples "
nsync,"aces, faster",https://github.com/google/nsync,https://github.com/google/nsync,https://www.youtube.com/watch?v=-B30Kzwaj9k
ntl,darwin,,,
nuitka,faster,,,
null,ookami,https://operations-api.access-ci.org/wh2/resource/v4/resource/id/urn:ogf.org:glue2:access-ci.org:ApplicationHandle:module:undefined.null.ookami.sbu.access-ci.org.b385d2a1d8ac22cbd565481de2ec750f/?format=html,,
numactl,"aces, anvil, expanse, faster, kyric",https://github.com/numactl/numactl,https://linux.die.net/man/8/numactl,"https://man7.org/linux/man-pages/man8/numactl.8.html#EXAMPLES , https://support.hpe.com/hpesc/public/docDisplay?docId=sd00002067en_us&docLocale=en_US&page=GUID-36DB49DC-C7E5-488F-BD74-33FB95A3FDAB.html , http://www.hpc.acad.bg/numactl/ "
numba,"aces, faster",https://numba.pydata.org/,https://numba.readthedocs.io/en/stable/,"https://numba.readthedocs.io/en/stable/user/index.html , https://numba.readthedocs.io/en/stable/user/examples.html , https://numba.readthedocs.io/en/stable/user/talks.html"
numexpr,faster,,,
numpy,"aces, bridges-2",https://numpy.org/,https://numpy.org/doc/stable/reference/,"https://numpy.org/doc/stable/user/absolute_beginners.html , https://numpy.org/doc/stable/user/ , https://numpy.org/numpy-tutorials/ , https://numpy.org/learn/ "
nv-codec-headers,faster,,,
nvbio,faster,,,
nvcomp,faster,,,
nvhpc,"aces, anvil, bridges-2, delta, expanse, faster",https://developer.nvidia.com/hpc-sdk,https://docs.nvidia.com/hpc-sdk/,"https://docs.nvidia.com/hpc-sdk/compilers/hpc-compilers-user-guide/index.html#gs-nv , https://docs.nvidia.com/hpc-sdk/compilers/hpc-compilers-user-guide/index.html#freq-used-options , https://docs.nvidia.com/hpc-sdk/compilers/hpc-compilers-user-guide/index.html#mpi-use "
nvhpc_latest,delta,https://developer.nvidia.com/hpc-sdk,https://docs.nvidia.com/hpc-sdk/index.html,
nvidia,ookami,,,
nvidia-container-cli,"aces, faster",https://github.com/NVIDIA/nvidia-container-toolkit,https://docs.nvidia.com/datacenter/cloud-native/container-toolkit/1.8.0/user-guide.html,https://docs.nvidia.com/datacenter/cloud-native/container-toolkit/latest/sample-workload.html
nvidia-hpc-sdk,darwin,,,
nvshmem,"aces, faster",https://developer.nvidia.com/nvshmem,https://docs.nvidia.com/nvshmem/api/,"https://docs.nvidia.com/nvshmem/api/using.html , https://docs.nvidia.com/nvshmem/api/examples.html "
nvtop,"aces, delta, faster",https://github.com/Syllo/nvtop,https://man.archlinux.org/man/nvtop.1.en,"https://www.cyberciti.biz/hardware/nvtop-command-in-linux-to-monitor-nvidia-amd-intel-gpus/ , https://help.rc.unc.edu/gpumonitor#using-nvtop , https://www.cs.virginia.edu/wiki/doku.php?id=linux_modules:nvtop "
nwchem,"anvil, bridges-2, delta, expanse, stampede3",https://www.nwchem-sw.org/,https://nwchemgit.github.io/,"https://nwchemgit.github.io/Getting-Started.html , https://nwchemgit.github.io/Tutorials.html , https://nwchemgit.github.io/Sample.html "
obitools3,faster,,,
oclfpga,kyric,https://www.intel.com/content/www/us/en/developer/tools/oneapi/dpc-compiler.html#gs.5a6yca,https://www.intel.com/content/www/us/en/developer/tools/oneapi/dpc-compiler-documentation.html,
octave,"anvil, bridges-2, expanse, faster, ookami",https://octave.org/,https://docs.octave.org/latest/,"https://docs.octave.org/latest/Getting-Started.html , https://docs.octave.org/latest/Simple-Examples.html , https://en.wikibooks.org/wiki/Octave_Programming_Tutorial"
odgi,anvil,,,
ogdf,faster,,,
ohpc,kyric,https://openhpc.community/,https://github.com/openhpc/ohpc/wiki/3.x,"https://github.com/openhpc/ohpc/wiki/Papers,--Presentations,-and-Tutorials#tutorials , https://openhpc.github.io/cloudwg/ "
omb,kyric,https://mvapich.cse.ohio-state.edu/benchmarks/,https://mvapich.cse.ohio-state.edu/static/media/mvapich/README-OMB.txt,https://ulhpc-tutorials.readthedocs.io/en/latest/parallel/mpi/OSU_MicroBenchmarks/
oneapi,faster,,,
onnx,"aces, faster",,,
onnx-runtime,"aces, faster",,,
opari2,aces,,,
open-data-cube-core,faster,,,
openai-gym,faster,,,
openbabel,"aces, expanse, faster",https://openbabel.org/,https://openbabel.org/docs/,"https://openbabel.org/docs/Command-line_tools/babel.html#examples , https://openbabel.org/docs/GUITutorial/GUITutorial.html , "
openblas,"aces, anvil, bridges-2, darwin, delta, expanse, faster, kyric, ookami",https://www.openblas.net/,https://github.com/OpenMathLib/OpenBLAS/wiki/User-Manual,"https://github.com/OpenMathLib/OpenBLAS#usage , https://github.com/OpenMathLib/OpenBLAS/wiki/User-Manual#code-examples"
opencensus-python,faster,,,
opencv,"aces, bridges-2, darwin, delta, faster",https://opencv.org/,https://docs.opencv.org/4.x/,"https://opencv.org/get-started/ , https://docs.opencv.org/4.x/d9/df8/tutorial_root.html , https://www.youtube.com/results?search_query=OpenCV+tutorials "
openexr,"aces, faster",https://openexr.com/en/latest/,https://openexr.com/en/latest/concepts.html,"https://openexr.com/en/latest/API.html , https://openexr.com/en/latest/HelloWorld.html , https://openexr.com/en/latest/OpenEXRCoreAPI.html#simple-example , https://openexr.com/en/latest/test_images/index.html#test-images "
openfoam,"aces, anvil, bridges-2, expanse, faster, ookami",https://www.openfoam.com/,https://doc.openfoam.com/2312/,"https://doc.openfoam.com/2312/quickstart/ , https://doc.openfoam.com/2312/examples/tutorials/ , https://doc.openfoam.com/2312/examples/ , https://www.openfoam.com/trainings/courses , https://wiki.openfoam.com/Main_Page "
openfold,"aces, faster",https://openfold.io/,https://github.com/aqlaboratory/openfold,"https://lupoglaz.github.io/OpenFold2/iterativeSE3Transformer.html , https://github.com/aqlaboratory/openfold#training "
openimageio,aces,,,
openjdk,"anvil, delta, expanse, kyric",https://openjdk.org/,https://openjdk.org/guide/,"https://openjdk.org/groups/core-libs/ , https://openjdk.org/groups/build/doc/building.html , https://openjdk.org/groups/build/doc/testing.html "
openjpeg,"aces, faster",https://www.openjpeg.org/,https://www.openjpeg.org/doxygen/,https://github.com/uclouvain/openjpeg/wiki/DocJ2KCodec
openldap,ookami,https://www.openldap.org/,https://www.openldap.org/doc/admin26/,"https://www.openldap.org/doc/admin26/quickstart.html , https://www.openldap.org/doc/admin26/slapdconf2.html#Configuration%20Example , https://www.openldap.org/doc/admin26/limits.html#Example%20Limit%20Configurations "
openmm,"aces, faster",https://openmm.org/,http://docs.openmm.org/latest/developerguide/,"http://docs.openmm.org/latest/userguide/ , https://openmm.github.io/openmm-cookbook/latest/tutorials , https://openmm.github.io/openmm-cookbook/latest/cookbook "
openmpi,"aces, anvil, bridges-2, darwin, delta, expanse, faster, kyric, ookami",https://www.open-mpi.org/,https://www.open-mpi.org/doc/,"https://docs.open-mpi.org/en/v5.0.x/quickstart.html , https://www.open-mpi.org/video/ "
openmpi-5.0_beta,delta,https://www.open-mpi.org/software/ompi/v5.0/,https://docs.open-mpi.org/en/v5.0.x/,
openmpi+cuda,delta,,,
openmpi4,kyric,https://www.open-mpi.org/software/ompi/v4.0/,https://www.open-mpi.org/doc/v4.0/,
openmx,faster,,,
openpgm,"aces, faster",https://code.google.com/archive/p/openpgm/,https://github.com/steve-o/openpgm/tree/master/openpgm/doc,"https://code.google.com/archive/p/openpgm/wikis , https://github.com/steve-o/openpgm/tree/master/openpgm/pgm/examples "
openpmix,ookami,,,
openscenegraph,aces,https://www.openscenegraph.com/,https://podsvirov.github.io/osg/reference/openscenegraph/,"https://openscenegraph.github.io/OpenSceneGraphDotComBackup/OpenSceneGraph/www.openscenegraph.com/index.php/documentation/getting-started.html , https://openscenegraph.github.io/OpenSceneGraphDotComBackup/OpenSceneGraph/www.openscenegraph.com/index.php/documentation/tutorials/72-analysing-a-scenegraph.html , https://github.com/openscenegraph/OpenSceneGraph/tree/master/examples "
opensees,stampede3,https://opensees.berkeley.edu/,https://opensees.berkeley.edu/wiki/index.php/OpenSees_User,"https://opensees.berkeley.edu/wiki/index.php?title=Getting_Started , https://opensees.berkeley.edu/wiki/index.php?title=Examples "
openshmemx,delta,,,
openssh,kyric,https://www.openssh.com/,https://www.openssh.com/manual.html,"https://grimoire.carcano.ch/blog/openssh-tutorial-the-ultimate-ssh-guide-to-understand-it/ , https://www.lrz.de/services/compute/courses/x_lecturenotes/191007_OpenSSH_Tutorial_2019.pdf , https://www.youtube.com/watch?v=3FKsdbjzBcc "
openssl,"aces, faster, kyric, ookami",https://www.openssl.org/,https://www.openssl.org/docs/manmaster/index.html,"https://wiki.openssl.org/index.php/Main_Page , https://wiki.openssl.org/index.php/OpenSSL_Overview , https://wiki.openssl.org/index.php/Category:Examples "
opensubdiv,aces,,,
opensycl,ookami,https://adaptivecpp.github.io/,https://adaptivecpp.github.io/AdaptiveCpp/,"https://adaptivecpp.github.io/AdaptiveCpp/using-hipsycl/ , https://github.com/AdaptiveCpp/AdaptiveCpp/blob/develop/doc/examples.md , https://github.com/AdaptiveCpp/AdaptiveCpp/tree/develop/examples "
optix,faster,,,
optuna,"aces, faster",https://optuna.org/,https://optuna.readthedocs.io/en/stable/,"https://optuna.readthedocs.io/en/stable/tutorial/ , https://github.com/optuna/optuna-examples , https://www.youtube.com/watch?v=J_aymk4YXhg "
orca,"bridges-2, expanse, faster",https://www.kofo.mpg.de/en/research/services/orca,https://www.kofo.mpg.de/970316/orca_manual_5_0_4.pdf,"https://www.youtube.com/watch?v=9tP0xDK7MDQ , https://www.orcasoftware.de/tutorials_orca/ "
orthofinder,anvil,,,
os,kyric,,,
osi,faster,,,
osu-micro-benchmarks,"aces, delta, expanse, faster",https://mvapich.cse.ohio-state.edu/benchmarks/,https://mvapich.cse.ohio-state.edu/benchmarks/,
otf2,aces,,,
p11-kit,"aces, faster",,,
p4est,stampede3,https://www.p4est.org/,https://p4est.github.io/api/p4est-2.8.6/,"https://p4est.github.io/p4est-howto.pdf , https://p4est.github.io/api/p4est-2.8.6/examples.html , https://p4est.github.io/api/p4est-2.8.6/example_simple2.html , https://p4est.github.io/api/p4est-2.8.6/example_simple3.html , https://github.com/cburstedde/p4est/tree/master/example "
p7zip,"expanse, ookami",https://p7zip.sourceforge.net/,https://docs.oracle.com/cd/E86824_01/html/E54763/p7zip-1.html,https://wiki.archlinux.org/title/p7zip
padicotm,aces,,,
pals,delta,,,
paml,anvil,http://abacus.gene.ucl.ac.uk/software/paml.html,https://github.com/abacus-gene/paml/blob/master/doc/pamlDOC.pdf,"https://github.com/abacus-gene/paml/blob/master/doc/MCMCtree.Tutorials.pdf , https://github.com/abacus-gene/paml/tree/master/examples "
panacota,anvil,,,
panaroo,anvil,,,
pandas,faster,,,
pandaseq,anvil,,,
pandora,anvil,,,
pango,"aces, faster",https://pango.gnome.org/,https://docs.gtk.org/Pango/,"https://docs.gtk.org/Pango/pango_markup.html , https://gitlab.gnome.org/GNOME/pango/-/tree/main/examples , https://pango.gnome.org/ScriptGallery "
pangolin,anvil,,,
pangraph,anvil,,,
panphlan,anvil,,,
papi,"aces, anvil, darwin, delta, expanse, kyric, ookami, stampede3",https://icl.utk.edu/papi/,https://github.com/icl-utk-edu/papi/wiki/PAPI-Overview,"https://github.com/icl-utk-edu/papi/wiki/Using-PAPI , https://github.com/icl-utk-edu/papi/wiki/PAPI-Overview#example-code , https://icl.utk.edu/projects/papi/files/documentation/PAPI_USER_GUIDE_23.htm#SIMPLE_CODE_EXAMPLES , https://bitbucket.org/icl/papi/wiki/Home "
parabricks,"aces, anvil, faster",https://www.nvidia.com/en-us/clara/parabricks/,https://docs.nvidia.com/clara/parabricks/latest/,"https://docs.nvidia.com/clara/parabricks/latest/gettingstarted.html#running-nvidia-parabricks , https://docs.nvidia.com/clara/parabricks/latest/tutorials.html , https://docs.nvidia.com/clara/parabricks/latest/how-tos.html "
parafly,anvil,https://parafly.sourceforge.net/,https://github.com/ParaFly/ParaFly,https://parafly.sourceforge.net/
parafold,aces,,,
parallel,"anvil, delta, expanse, faster",https://www.gnu.org/software/parallel/,https://www.gnu.org/software/parallel/man.html,"https://www.gnu.org/software/parallel/parallel_tutorial.html , https://www.gnu.org/software/parallel/parallel_examples.html , https://www.youtube.com/playlist?list=PL284C9FF2488BC6D1 , https://opensource.com/article/18/5/gnu-parallel "
parallel-fastq-dump,anvil,,,
parallel-netcdf,"anvil, bridges-2, delta, expanse, stampede3",https://parallel-netcdf.github.io/,https://parallel-netcdf.github.io/wiki/Documentation.html,"https://parallel-netcdf.github.io/wiki/QuickTutorial.html , http://cucis.ece.northwestern.edu/projects/PnetCDF/#InteroperabilityWithNetCDF4 , https://github.com/Parallel-NetCDF/PnetCDF/tree/master/examples "
parallelfold,faster,,,
parasail,faster,,,
paraview,"aces, anvil, darwin, delta, expanse, faster",https://www.paraview.org/,https://docs.paraview.org/en/latest/,"https://docs.paraview.org/en/latest/UsersGuide/introduction.html , https://docs.paraview.org/en/latest/Tutorials/index.html , https://docs.paraview.org/en/latest/Catalyst/getting_started.html#building-the-example "
parliament2,anvil,,,
parmetis,"aces, delta, expanse, faster, stampede3",http://glaros.dtc.umn.edu/gkhome/metis/parmetis/overview,https://github.com/KarypisLab/ParMETIS/blob/main/manual/manual.pdf,https://docs.dgl.ai/en/0.9.x/guide/distributed-partition.html#parallel-metis-partitioning
parpack,stampede3,,,
parsnp,anvil,,,
pasapipeline,anvil,,,
pasta,anvil,,,
patchelf,"aces, faster, ookami",,,
pax-utils,ookami,https://github.com/gentoo/pax-utils,https://wiki.gentoo.org/wiki/Hardened/PaX_Utilities,"https://wiki.gentoo.org/wiki/Hardened/PaX_Utilities#Using_scanelf_for_text_relocations , https://wiki.gentoo.org/wiki/Hardened/PaX_Quickstart "
pblat,anvil,,,
pbmm2,anvil,,,
pbptyper,anvil,,,
pcangsd,"anvil, faster",,,
pciutils,expanse,,,
pcre,"aces, faster",https://www.pcre.org/,https://www.pcre.org/original/doc/html/,"https://www.pcre.org/original/doc/html/pcre.html , https://www.pcre.org/original/doc/html/pcredemo.html , https://www.pcre.org/original/doc/html/pcresample.html "
pcre2,"aces, faster, kyric, stampede3",https://www.pcre.org/,https://www.pcre.org/current/doc/html/,"https://www.pcre.org/current/doc/html/pcre2.html , https://www.pcre.org/current/doc/html/pcre2demo.html , https://www.pcre.org/current/doc/html/pcre2sample.html "
pdal,"aces, faster",,,
pdt,"aces, darwin",,,
pdtoolkit,kyric,https://cran.r-project.org/web/packages/PDtoolkit/index.html,https://cran.r-project.org/web/packages/PDtoolkit/PDtoolkit.pdf,https://cran.r-project.org/web/packages/PDtoolkit/readme/README.html
peakranger,anvil,,,
pepper_deepvariant,anvil,,,
perftools,delta,,,
perftools-base,delta,,,
perftools-lite,delta,,,
perftools-lite-events,delta,,,
perftools-lite-gpu,delta,,,
perftools-lite-hbm,delta,,,
perftools-lite-loops,delta,,,
perftools-preload,delta,,,
perl,"aces, expanse, faster, kyric",https://www.perl.org/,https://www.perl.org/docs.html,"https://perldoc.perl.org/perlintro , https://learn.perl.org/ , https://perldoc.perl.org/perl#Tutorials , https://www.youtube.com/watch?v=WEghIXs8F6c "
perl-bioperl,"anvil, expanse",,,
perl-bundle-cpan,"aces, faster",,,
perl-bundle1-cpan,"aces, faster",,,
perl-bundle2-cpan,aces,,,
petsc,"aces, anvil, delta, expanse, faster, ookami, stampede3",https://petsc.org/release/ ,https://petsc.org/release/manual/,"https://petsc.org/release/manual/getting_started/ , https://petsc.org/release/tutorials/ , https://petsc.org/release/manual/getting_started/#simple-petsc-examples , https://petsc.org/release/manual/tests/#quick-start-with-the-tests"
pftoolsv3,faster,,,
pggb,anvil,,,
pgi,"darwin, expanse",https://developer.nvidia.com/legacy-pgi-support,https://docs.nvidia.com/hpc-sdk/pgi-compilers/20.4/x86/index.htm,"https://docs.nvidia.com/hpc-sdk/pgi-compilers/20.4/x86/pgi-user-guide/index.htm , https://docs.nvidia.com/hpc-sdk/pgi-compilers/20.4/x86/pgi-user-guide/index.htm#gs-pgi , https://docs.nvidia.com/hpc-sdk/pgi-compilers/20.4/x86/pgi-user-guide/index.htm#intr-lang-examples "
phast,anvil,,,
phd2fasta,anvil,,,
phdf5,"bridges-2, stampede3",https://support.hdfgroup.org/HDF5/PHDF5/,https://docs.hdfgroup.org/hdf5/develop/_intro_par_h_d_f5.html,"https://support.hdfgroup.org/HDF5/PHDF5/ , https://support.hdfgroup.org/HDF5/doc/Advanced/PHDF5FileConsistencySemantics/PHDF5FileConsistencySemantics.pdf "
phg,anvil,,,
phipack,anvil,,,
php,faster,,,
phrap,anvil,,,
phred,anvil,,,
phylip-suite,bridges-2,https://phylipweb.github.io/phylip/,https://phylipweb.github.io/phylip/phylip.html,https://phylipweb.github.io/phylip/tuimala3.pdf
phylofisher,anvil,,,
phylosuite,anvil,,,
physics-tenpy,"aces, faster",https://github.com/tenpy/tenpy,https://tenpy.readthedocs.io/en/latest/,"https://tenpy.readthedocs.io/en/latest/introductions.html , https://tenpy.readthedocs.io/en/latest/examples.html"
picard,"anvil, bridges-2, expanse, faster",https://broadinstitute.github.io/picard/,https://broadinstitute.github.io/picard/command-line-overview.html,"https://broadinstitute.github.io/picard/index.html#QuickStart  , https://broadinstitute.github.io/picard/picard-metric-definitions.html "
picrust2,anvil,,,
pigz,"aces, expanse, faster",https://zlib.net/pigz/,https://zlib.net/pigz/pigz.pdf,"https://www.geeksforgeeks.org/how-to-compress-files-faster-with-pigz-tool-in-linux/ , https://linuxhandbook.com/pigz/ "
pillow,"aces, faster",https://python-pillow.org/,https://pillow.readthedocs.io/en/stable/,"https://pillow.readthedocs.io/en/stable/handbook/tutorial.html , https://pillow.readthedocs.io/en/stable/handbook/concepts.html , https://pillow.readthedocs.io/en/latest/handbook/writing-your-own-image-plugin.html "
pillow-simd,"aces, faster",https://python-pillow.org/pillow-perf/,https://github.com/uploadcare/pillow-simd,"https://github.com/uploadcare/pillow-simd/blob/simd/master/docs/handbook/tutorial.rst , https://github.com/uploadcare/pillow-simd/tree/simd/master/docs/example"
pilon,"anvil, bridges-2, faster",,,
pindel,anvil,,,
pioman,aces,,,
pirate,anvil,,,
piscem,anvil,,,
pixman,"aces, faster",https://www.pixman.org/,https://gitlab.freedesktop.org/pixman/pixman,https://gitlab.freedesktop.org/pixman/pixman/-/tree/master/demos 
