Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation,Example Software Use,RP Software Documentation,Version Info
jasper,"Aces, Expanse, Faster",,,,,Jasper is an open-source JPEG image codec library that provides encoding and decoding functionality for JPEG images. It is designed for high performance and is commonly used in applications that require image compression and decompression capabilities.,https://www.ece.uvic.ca/~frodo/jasper/,https://jasper-software.github.io/jasper-manual/latest/html/index.html,"https://jasper-software.github.io/jasper-manual/latest/html/lib.html#lib_intro 
https://jasper-software.github.io/jasper-manual/latest/html/lib_init.html#init_setup_example_1 
https://jasper-software.github.io/jasper-manual/latest/html/apps.html#app_intro ","Aces: https://hprc.tamu.edu/software/aces/ 
Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 2.0.24, 2.0.28, 2.0.33, 4.0.0
Expanse: 2.0.16
Faster: 1.900.1, 2.0.14, 2.0.24, 2.0.28, 2.0.33, 4.0.0"
java,"Aces, Faster",,,,,"Java is a programming language and computing platform first released by Sun Microsystems in 1995. It has evolved from humble beginnings to power a large share of today’s digital world, by providing the reliable platform upon which many services and applications are built. New, innovative products and digital services designed for the future continue to rely on Java, as well. 
Description Source: https://www.java.com/en/download/help/whatis_java.html",https://www.oracle.com/java/,https://docs.oracle.com/en/java/javase/22/docs/api/index.html,"https://docs.oracle.com/javase/tutorial/ 
https://docs.oracle.com/javase/tutorial/reallybigindex.html 
https://www.w3schools.com/java/ 
https://www.tutorialspoint.com/java/index.htm 
https://www.codecademy.com/learn/learn-java","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.8.0_371, 11.0.16, 11.0.18, 17.0.6
Faster: 1.8.0_281, 1.8.0_292-Openjdk, 11.0.2, 13.0.2, 15.0.1, 17.0.2"
jax,"Aces, Faster",,,,,"JAX is Autograd and XLA, brought together for high-performance numerical computing, including large-scale machine learning research. 
Description Source: https://github.com/google/jax",https://github.com/google/jax,https://jax.readthedocs.io/en/latest/,"https://jax.readthedocs.io/en/latest/notebooks/quickstart.html 
https://jax.readthedocs.io/en/latest/jax-101/index.html 
https://jax.readthedocs.io/en/latest/advanced_guide.html ","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 0.2.20, 0.3.25-Cuda-11.7.0, 0.3.25, 0.4.4-Cuda-11.8.0, 0.4.4
Faster: 0.2.19, 0.2.24-Cuda-11.3.1, 0.2.24, 0.3.9-Cuda-11.3.1, 0.3.9, 0.3.23-Cuda-11.7.0"
jbigkit,"Aces, Faster",,,,,"JBIG-KIT is a software implementation of the JBIG1 data compression standard (ITU-T T.82), which was designed for bi-level image data, such as scanned documents. This library is available in portable C code. It is widely used in fax products, printer firmware, printer drivers, document management systems and imaging software. 
Description Source: https://www.cl.cam.ac.uk/~mgk25/jbigkit/",https://www.cl.cam.ac.uk/~mgk25/jbigkit/,https://github.com/nu774/jbigkit,https://github.com/nu774/jbigkit/tree/master/examples,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 2.1
Faster: 2.1"
jcvi,Anvil,,,,,"Jcvi is a collection of Python libraries to parse bioinformatics files, or perform computation related to assembly, annotation, and comparative genomics.",,,,Anvil: https://www.rcac.purdue.edu/software/jcvi,"Anvil: 1.2.7, 1.3.1"
jdftx,Faster,,,,,"JDFTx is a plane-wave density-functional theory (DFT) code designed to be as easy to develop with as it is easy to use. JDFTx is written using highly-templated and object oriented C++11 code in order to express all the physics in the DFT++ algeraic framework [13], while simultaneously maintaining a small memory footprint and supporting a range of hardware architectures (such as GPUs using CUDA) without requiring hand-optimized implementations for each architecture. 
Description Source: https://jdftx.org/",https://jdftx.org/,https://jdftx.org/DevGuide.html,https://jdftx.org/Tutorials.html,Faster: https://hprc.tamu.edu/software/faster/,"Faster: 1.7.0-Cuda-12.2.0, 1.7.0"
jdk,Darwin,,,,,,,,,,
jellyfish,Expanse,,,,,"Jellyfish is a fast and memory-efficient software for counting k-mers in DNA sequences, which are commonly used in genome analysis and sequence assembly. It provides algorithms for k-mer counting, storage, and querying to extract valuable insights from biological data.",https://www.genome.umd.edu/jellyfish.html,https://github.com/gmarcais/Jellyfish/tree/master/doc,"https://github.com/gmarcais/Jellyfish/tree/master/examples 
https://github.com/gmarcais/Jellyfish/tree/master#usage ",Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules,Expanse: Xvw2Ec7
jemalloc,"Aces, Faster",,,,,jemalloc is a general purpose malloc(3) implementation that emphasizes fragmentation avoidance and scalable concurrency support.,,,,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 5.2.1
Faster: 5.2.1"
jmol,Aces,,,,,"Jmol: an open-source Java viewer for chemical structures in 3D with features for chemicals, crystals, materials and biomolecules",,,,Aces: https://hprc.tamu.edu/software/aces/,"Aces: 16.1.59-Java-1.8.0_371, 16.1.59"
json-c,"Aces, Faster, Kyric",,,,,"JSON-C implements a reference counting object model that allows you to easily construct JSON objects in C, output them as JSON formatted strings and parse JSON formatted strings back into the C representation of JSON objects. It aims to conform to RFC 7159. 
Description Source: https://github.com/json-c/json-c/wiki",https://github.com/json-c/json-c,https://json-c.github.io/json-c/json-c-0.17/doc/html/index.html,https://github.com/json-c/json-c/wiki/List-of-json-c-tutorials,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 0.16
Faster: 0.16"
jsoncpp,"Aces, Faster",,,,,"JsonCpp is a C++ library that allows manipulating JSON values, including serialization and deserialization to and from strings. It can also preserve existing comment in unserialization/serialization steps, making it a convenient format to store user input files. 
Description Source: https://github.com/open-source-parsers/jsoncpp",https://github.com/open-source-parsers/jsoncpp,https://open-source-parsers.github.io/jsoncpp-docs/doxygen/index.html,"https://github.com/open-source-parsers/jsoncpp/wiki#code-example 
https://open-source-parsers.github.io/jsoncpp-docs/doxygen/index.html#_example 
https://github.com/open-source-parsers/jsoncpp/tree/master/example ","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.9.4, 1.9.5
Faster: 1.9.3, 1.9.4, 1.9.5"
judy,Faster,,,,,,,,,Faster: https://hprc.tamu.edu/software/faster/,Faster: 1.0.5
julia,"Aces, Anvil, Bridges-2, Darwin, Delta, Expanse, Faster, Ookami",Programming Language ,,,,"Julia is a general purpose high-performance flexible programming language which can be used to write any application. It is well-suited for scientific and numerical computing. 
Description Source: https://julialang.org/",https://julialang.org/,https://docs.julialang.org/en/v1/,"https://juliaacademy.com/courses/ 
https://www.youtube.com/user/JuliaLanguage/playlists 
https://julialang.org/learning/tutorials/ 
https://julialang.org/learning/notebooks/ ","Aces: https://hprc.tamu.edu/software/aces/ 
Anvil: https://www.rcac.purdue.edu/software/julia 
Bridges-2: https://www.psc.edu/resources/software/julia 
Delta: https://docs.ncsa.illinois.edu/systems/delta/en/latest/user_guide/software.html 
Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules 
Faster: https://hprc.tamu.edu/software/faster/ 
Ookami: https://www.stonybrook.edu/commcms/ookami/support/faq/software_on_ookami","Aces: 1.8.5-Linux-X86_64, 1.9.3-Linux-X86_64, 1.10.0-Musl-X86_64, 1.10.2-Linux-X86_64
Anvil: V2.4.2, 1.6.2
Bridges-2: 1.5.2
Delta: 1.9.0, 1.10.2
Expanse: Olutp43
Faster: 1.6.5-Linux-X86_64, 1.7.0-Linux-X86_64, 1.7.1-Linux-X86_64, 1.7.2-Linux-X86_64, 1.8.0-Linux-X86_64, 1.9.3-Linux-X86_64"
junit,Faster,,,,,,,,,Faster: https://hprc.tamu.edu/software/faster/,Faster: 4.12-Java-1.8
jupyter,"Anvil, Jetstream, Ookami",Application,Ide,,,"JupyterLab is the latest web-based interactive development environment for notebooks, code, and data. Its flexible interface allows users to configure and arrange workflows in data science, scientific computing, computational journalism, and machine learning.",https://jupyter.org/,https://docs.jupyter.org/en/latest/,"https://docs.jupyter.org/en/latest/use/using.html 
https://docs.jupyter.org/en/latest/start/index.html ","Anvil: https://www.rcac.purdue.edu/software/jupyter 
Ookami: https://www.stonybrook.edu/commcms/ookami/support/faq/software_on_ookami",Anvil: 2.0.0
jupyter-notebook,Ookami,,,,,,,,,Ookami: https://www.stonybrook.edu/commcms/ookami/support/faq/software_on_ookami,
jupyter-server,Aces,,,,,"The Jupyter Server provides the backend (i.e. the core services, APIs, and REST endpoints) for Jupyter web applications like Jupyter notebook, JupyterLab, and Voila.",,,,Aces: https://hprc.tamu.edu/software/aces/,"Aces: 2.7.0, 2.7.2"
jupyterhub,Jetstream,Application,Ide,,,JupyterHub brings the power of notebooks to groups of users. It gives users access to computational environments and resources without burdening the users with installation and maintenance tasks.,https://jupyter.org/hub,https://jupyterhub.readthedocs.io/en/stable/,"https://jupyterhub.readthedocs.io/en/stable/tutorial/index.html 
https://jupyterhub.readthedocs.io/en/stable/howto/index.html 
https://github.com/jupyterhub/jupyterhub-tutorial ",,
jupyterlab,"Aces, Jetstream",Application,Ide,,,"JupyterLab is the latest web-based interactive development environment for notebooks, code, and data. Its flexible interface allows users to configure and arrange workflows in data science, scientific computing, computational journalism, and machine learning.",https://github.com/jupyterlab/jupyterlab,https://jupyterlab.readthedocs.io/en/stable/user/index.html,"https://jupyterlab.readthedocs.io/en/stable/getting_started/overview.html 
https://www.youtube.com/watch?v=7wfPqAyYADY ",Aces: https://hprc.tamu.edu/software/aces/,Aces: 4.0.3
jupyterlmod,Aces,,,,,"Jupyter interactive notebook server extension that allows users to interact with environment modules before launching kernels. The extension uses Lmod's Python interface to accomplish module-related tasks like loading, unloading, saving collections, etc.",,,,Aces: https://hprc.tamu.edu/software/aces/,Aces: 4.0.3
jupyternotebook,Aces,,,,,"The Jupyter Notebook is the original web application for creating and sharing computational documents. It offers a simple, streamlined, document-centric experience.",,,,Aces: https://hprc.tamu.edu/software/aces/,Aces: 7.0.3
kahip,"Aces, Faster",,,,,"KaHIP - Karlsruhe High Quality Partitioning - is a family of graph partitioning programs. It includes KaFFPa (Karlsruhe Fast Flow Partitioner), which is a multilevel graph partitioning algorithm, in its variants Strong, Eco and Fast, KaFFPaE (KaFFPaEvolutionary) which is a parallel evolutionary algorithm that uses KaFFPa to provide combine and mutation operations, as well as KaBaPE which extends the evolutionary algorithm. Moreover, specialized techniques are included to partition road networks (Buffoon), to output a vertex separator from a given partition or techniques geared towards efficient partitioning of social networks. 
Description Source: https://kahip.github.io/",https://kahip.github.io/,https://github.com/KaHIP/KaHIP,https://github.com/KaHIP/KaHIP/tree/master/examples,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 3.14, 3.16
Faster: 3.14"
kaiju,Anvil,,,,,Kaiju is a tool for fast taxonomic classification of metagenomic sequencing reads using a protein reference database.,,,,Anvil: https://www.rcac.purdue.edu/software/kaiju,Anvil: 1.8.2
kakscalculator2,Anvil,,,,,kakscalculator2 is a toolkit of incorporating gamma series methods and sliding window strategies.,,,,Anvil: https://www.rcac.purdue.edu/software/kakscalculator2,Anvil: 2.0.1
kalign,"Aces, Faster",,,,,"Kalign is a fast multiple sequence alignment program for biological sequences. 
Description Source: https://github.com/TimoLassmann/kalign",https://github.com/TimoLassmann/kalign/blob/main/doc/paper/kalign3.org,https://github.com/TimoLassmann/kalign,https://github.com/TimoLassmann/kalign#examples,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 3.3.1, 3.3.5, 3.4.0
Faster: 3.3.1"
kallisto,"Anvil, Expanse",,,,,"Kallisto is a program for quantifying abundances of transcripts from bulk and single-cell RNA-Seq data, or more generally of target sequences using high-throughput sequencing reads.",,,,"Anvil: https://www.rcac.purdue.edu/software/kallisto 
Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules","Anvil: 0.46.2, 0.48.0
Expanse: Bdaqnwj"
kblas-gpu,Aces,,,,,KAUST BLAS (KBLAS) is a high performance CUDA library implementing a subset of BLAS as well as Linear Algebra PACKage (LAPACK) routines on NVIDIA GPUs.,,,,Aces: https://hprc.tamu.edu/software/aces/,Aces: 20231024-Cuda-11.8.0
kbproto,Delta,,,,,,,,,Delta: https://docs.ncsa.illinois.edu/systems/delta/en/latest/user_guide/software.html,Delta: 1.0.7
kcachegrind,Darwin,,,,,,,,,,
kentutils,Anvil,,,,,Kentutils: UCSC command line bioinformatic utilities.,,,,Anvil: https://www.rcac.purdue.edu/software/kentutils,Anvil: 302.1.0
keras,"Aces, Faster",,Ai/Ml,,,"Keras is a deep learning API written in Python and capable of running on top of either JAX, TensorFlow, or PyTorch. 
Description Source: https://keras.io/about/",https://keras.io/,https://keras.io/api/,"https://www.tensorflow.org/guide/keras 
https://keras.io/getting_started/intro_to_keras_for_engineers/ 
https://keras.io/examples/ ","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 2.4.3-Tensorflow-2.5.0
Faster: 2.4.3"
khmer,Anvil,,,,,"Khmer is a tool for k-mer counting, filtering, and graph traversal FTW!",,,,Anvil: https://www.rcac.purdue.edu/software/khmer,Anvil: 3.0.0A3
kim-api,"Aces, Faster",,,,,"The Knowledgebase of Interatomic Models (KIM) Application Programming Interface (API) defines a standard (the Portable Model Interface (PMI)) for how molecular simulators interface with interatomic models (also called potentials or force-fields). This allows a single computer implementation of a Portable Model (PM) to be used without modification within multiple simulator codes. A PM can include code and parameters all in one. Or, a PM can include just parameters and use a separate Model Driver (MD) library containing the code. 
Description Source: https://openkim.org/kim-api/",https://openkim.org/kim-api/,https://kim-api.readthedocs.io/en/latest/,https://github.com/openkim/kim-api/tree/master/examples,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 2.2.1, 2.3.0
Faster: 2.1.3, 2.2.1, 2.3.0"
kineto,Aces,,,,,"kineto is a CPU+GPU Profiling library that provides access to timeline traces and hardware performance counters. 
Description Source: https://github.com/pytorch/kineto",https://github.com/pytorch/kineto,https://github.com/pytorch/kineto/blob/main/libkineto/README.md,https://github.com/pytorch/kineto/tree/main/libkineto/sample_programs,Aces: https://hprc.tamu.edu/software/aces/,Aces: 0.4.0
kissde,Anvil,,,,,"kissDE is a R package, similar to DEseq, but which works on pairs of variants, and tests if a variant is enriched in one condition.",,,,Anvil: https://www.rcac.purdue.edu/software/kissde,Anvil: 1.15.3
kissplice,Anvil,,,,,KisSplice is a software that enables to analyse RNA-seq data with or without a reference genome.,,,,Anvil: https://www.rcac.purdue.edu/software/kissplice,Anvil: 2.6.2
kissplice2refgenome,Anvil,,,,,"KisSplice can also be used when a reference (annotated) genome is available, in order to annotate the variants found and help prioritize cases to validate experimentally. In this case, the results of KisSplice are mapped to the reference genome, using for instance STAR, and the mapping results are analysed using KisSplice2RefGenome.",,,,Anvil: https://www.rcac.purdue.edu/software/kissplice2refgenome,Anvil: 2.0.8
kma,Anvil,,,,,"KMA is a mapping method designed to map raw reads directly against redundant databases, in an ultra-fast manner using seed and extend.",,,,Anvil: https://www.rcac.purdue.edu/software/kma,Anvil: 1.4.3
kmc,Anvil,,,,,Kmc is a tool for efficient k-mer counting and filtering of reads based on k-mer content.,,,,Anvil: https://www.rcac.purdue.edu/software/kmc,Anvil: 3.2.1
kmer-jellyfish,Anvil,,,,,"Jellyfish is a tool for fast, memory-efficient counting of k-mers in DNA. A k-mer is a substring of length k, and counting the occurrences of all such substrings is a central step in many analyses of DNA sequence.",,,,Anvil: https://www.rcac.purdue.edu/software/kmer-jellyfish,Anvil: 2.3.0
kmergenie,Anvil,,,,,KmerGenie estimates the best k-mer length for genome de novo assembly.,,,,Anvil: https://www.rcac.purdue.edu/software/kmergenie,Anvil: 1.7051
