id,software_name,rp_software,description,software_type,software_class,research_area,research_discipline,id,website_links,documents,examples,area_specific,containers,rp_documents
1015,macs3,anvil,Macs3 is Model-based Analysis of ChIP-Seq for identifying transcript factor.,,,,,1015,,,,,,
1016,maeparser,"aces, faster",maeparser is a parser for Schrodinger Maestro files. Description Source:https://github.com/schrodinger/maeparser,,,,,1016,https://github.com/schrodinger/maeparser,https://github.com/schrodinger/maeparser/blob/master/MaeParser.cpp,https://github.com/schrodinger/maeparser/blob/master/test/UsageDemo.cpp,,,
1017,mafft,"aces, anvil, expanse, faster",MAFFT is a multiple alignment program for amino acid or nucleotide sequences.,,,,,1017,,,,,,
1018,mageck,"anvil, faster",Model-based Analysis of Genome-wide CRISPR-Cas9 Knockout (MAGeCK) is a computational tool to identify important genes from the recent genome-scale CRISPR-Cas9 knockout screens (or GeCKO) technology.,,,,,1018,,,,,,
1019,magicblast,anvil,Magic-BLAST is a tool for mapping large next-generation RNA or DNA sequencing runs against a whole genome or transcriptome.,,,,,1019,,,,,,
1020,magics,aces,"Magics is a plotting package to visualise meteorological data in GRIB, NetCDF, BUFR and ODB format. Description Source:https://github.com/ecmwf/magics",,,,,1020,https://confluence.ecmwf.int/display/MAGP/,https://confluence.ecmwf.int/display/MAGP/Reference+guide,https://confluence.ecmwf.int/display/MAGP/Magics+Tutorial,,,
1021,magma,"aces, delta, expanse, faster","Magma is an open-source software platform that gives network operators an open, flexible and extendable mobile core network solution. Description Source:https://github.com/magma/magma",,,,,1021,http://icl.cs.utk.edu/magma/index.html,https://icl.utk.edu/projectsfiles/magma/doxygen/,https://icl.utk.edu/projectsfiles/magma/doxygen/_m_a_g_m_a-sparse.html#sparseexample,,,
1022,mainmast,faster,,,,,,1022,,,,,,
1023,make,"aces, faster, kyric",GNU Make is a tool which controls the generation of executables and other non-source files of a program from the program's source files.,,Utilties,,,1023,https://www.gnu.org/software/make/,https://www.gnu.org/software/make/manual/make.html,"https://www.gnu.org/software/make/manual/make.html#Rule-Example , https://makefiletutorial.com/ , https://www.cs.swarthmore.edu/~newhall/unixhelp/howto_makefiles.html",,,
1024,makedepend,"aces, faster",The makedepend package contains a C-preprocessor like utility to determine build-time dependencies.,,,,,1024,,,,,,
1025,makeinfo,"aces, faster","Texinfo uses a single source file to produce output in a number of formats, both online and printed (HTML, PDF, DVI, Info, DocBook, LaTeX, EPUB 3). This means that instead of writing different documents for online information and another for a printed manual, you need write only one document.",,Utilties,,,1025,https://www.gnu.org/software/texinfo/,https://linux.die.net/man/1/makeinfo,https://www.gnu.org/software/texinfo/manual/texinfo/texinfo.html#Generic-Translator-texi2any,,,
1026,maker,anvil,Maker is a portable and easily configurable genome annotation pipeline.,,,,,1026,,,,,,
1027,mako,"aces, faster","Mako is a template library for Python that allows developers to generate dynamic content in various formats such as HTML, XML, or text files. It provides a powerful and flexible way to create templates and combine them with data to produce output.",,,,,1027,https://www.makotemplates.org/,https://docs.makotemplates.org/en/latest/,https://docs.makotemplates.org/en/latest/usage.html,,,
1028,mamba,"aces, faster","Mamba is a fast, robust, and cross-platform package manager. It runs on Windows, OS X and Linux (ARM64 and PPC64LE included) and is fully compatible with conda packages and supports most of conda's commands.",,,,,1028,https://github.com/mamba-org/mamba,https://mamba.readthedocs.io/en/latest/,"https://mamba.readthedocs.io/en/latest/user_guide/concepts.html , https://blog.hpc.qmul.ac.uk/mamba/ , https://prefix.dev/docs/mamba/overview ",,,
1029,manta,anvil,Manta calls structural variants (SVs) and indels from mapped paired-end sequencing reads.,,,,,1029,,,,,,
1030,map,stampede3,,,,,,1030,,,,,,
1031,mapcaller,anvil,Mapcaller is an efficient and versatile approach for short-read mapping and variant identification using high-throughput sequenced data,,,,,1031,,,,,,
1032,mapdamage2,anvil,"mapDamage2 is a computational framework written in Python and R, which tracks and quantifies DNA damage patterns among ancient DNA sequencing reads generated by Next-Generation Sequencing platforms.",,,,,1032,,,,,,
1033,marginpolish,anvil,MarginPolish is a graph-based assembly polisher.,,,,,1033,,,,,,
1034,mariadb,faster,,,,,,1034,,,,,,
1035,mash,anvil,Mash is a fast sequence distance estimator that uses MinHash.,,,,,1035,,,,,,
1036,mashmap,anvil,Mashmap is a fast approximate aligner for long DNA sequences.,,,,,1036,,,,,,
1037,mashtree,anvil,Mashtree is a tool to create a tree using Mash distances.,,,,,1037,,,,,,
1038,masurca,"anvil, faster","The MaSuRCA (Maryland Super Read Cabog Assembler) genome assembly and analysis toolkit contains of MaSuRCA genome assembler, QuORUM error corrector for Illumina data, POLCA genome polishing software, Chromosome scaffolder, jellyfish mer counter, and MUMmer aligner.",,,,,1038,,,,,,
1039,mathematica,"darwin, faster","Mathematica is a mathematical computation program used in scientific, engineering, mathematical, and computing fields. It's a software system with built-in libraries for machine learning, statistics, symbolic computation, and more. Mathematica uses intelligent automation in every part of the system, from algorithm selection to plot layout and user interface design. Description Source:https://www.wolfram.com/mathematica/",,,,,1039,https://www.wolfram.com/mathematica/,https://reference.wolfram.com/workbench/index.jsp,"https://reference.wolfram.com/workbench/topic/com.wolfram.eclipse.help/html/tasks/documentationpaclets/starting.html , https://www.wolfram.com/wolfram-u/courses/wolfram-language/hands-on-start-to-mathematica-wl005/ ",,,
1040,matio,aces,Matio is an open-source C library for reading and writing binary MATLAB MAT files. This library is designed for use by programs/libraries that do not have access or do not want to rely on MATLAB's shared libraries.,Library,,,,1040,https://github.com/tbeu/matio,https://github.com/tbeu/matio/blob/master/documentation/matvar_structure.texi,"https://github.com/tbeu/matio/blob/master/documentation/quick.texi , https://github.com/NJannasch/matio-examples",,,
1041,matlab,"aces, anvil, bridges-2, darwin, expanse, faster, jetstream, ookami","MATLAB is a programming and numeric computing platform used by millions of engineers and scientists to analyze data, develop algorithms, and create models.",,Programming Language,,,1041,https://www.mathworks.com/products/matlab.html,https://www.mathworks.com/help/matlab/,"https://matlabacademy.mathworks.com/ , https://www.mathworks.com/help/matlab/getting-started-with-matlab.html , https://www.mathworks.com/matlabcentral/ ",,,
1042,matlab_unlicensed,delta,,,,,,1042,,,,,,
1043,matlab-engine,faster,,,,,,1043,,,,,,
1044,matplotlib,"aces, faster","Matplotlib is a comprehensive library for creating static, animated, and interactive visualizations in Python. Matplotlib makes easy things easy and hard things possible. Description Source:https://matplotlib.org/",,,,,1044,https://matplotlib.org/,https://matplotlib.org/stable/users/index.html,"https://matplotlib.org/stable/tutorials/index.html , https://realpython.com/python-matplotlib-guide/ , https://www.datacamp.com/tutorial/matplotlib-tutorial-python ",,,
1045,maturin,aces,"This project is meant as a zero configuration replacement for setuptools-rust and milksnake. It supports building wheels for python 3.5+ on windows, linux, mac and freebsd, can upload them to pypi and has basic pypy and graalpy support.",,,,,1045,,,,,,
1046,mauve,"anvil, faster",Mauve is a system for constructing multiple genome alignments in the presence of large-scale evolutionary events such as rearrangement and inversion,,,,,1046,,,,,,
1047,maven,"aces, faster","Apache Maven is a software project management and comprehension tool. Based on the concept of a project object model (POM), Maven can manage a project's build, reporting and documentation from a central piece of information. Description Source:https://maven.apache.org/",,,,,1047,https://maven.apache.org/,https://maven.apache.org/guides/index.html,"https://maven.apache.org/guides/getting-started/maven-in-five-minutes.html , https://maven.apache.org/guides/getting-started/index.html , https://www.baeldung.com/maven , https://www.tutorialspoint.com/maven/index.htm",,,
1048,maxbin2,anvil,Maxbin2 is a software for binning assembled metagenomic sequences based on an Expectation-Maximization algorithm.,,,,,1048,,,,,,
1049,maxquant,anvil,Maxquant is a quantitative proteomics software package designed for analyzing large mass-spectrometric data sets. It is specifically aimed at high-resolution MS data.,,,,,1049,,,,,,
1050,mbuffer,faster,,,,,,1050,,,,,,
1051,mc,bridges-2,Midnight Commander (also known as mc) is a free cross-platform orthodox file manager and a clone of Norton Commander.,,,,,1051,,,,,,
1052,mccortex,faster,,,,,,1052,,,,,,
1053,mcl,"anvil, faster","Mcl is short for the Markov Cluster Algorithm, a fast and scalable unsupervised cluster algorithm for graphs",,,,,1053,,,,,,
1054,mcoutbryk,faster,,,,,,1054,,,,,,
1055,mcr,darwin,,,,,,1055,https://www.mathworks.com/products/compiler/matlab-runtime.html,https://www.mathworks.com/help/compiler/matlab-runtime.html,"https://www.mathworks.com/help/compiler/getting-started-with-matlab-compiler.html , https://www.mathworks.com/help/compiler/examples.html",,,
1056,mcscanx,anvil,"MCScanX can be used to effectively analyze chromosome structural changes, and reveal the history of gene family expansions that might contribute to the adaptation of lineages and taxa.",,,,,1056,,,,,,
1057,mdspan,stampede3,,,,,,1057,,,,,,
1058,mdtest,delta,,,,,,1058,,,,,,
1059,medaka,"anvil, faster",Medaka is a tool to create consensus sequences and variant calls from nanopore sequencing data.,,,,,1059,,,,,,
1060,meep,anvil,Meep is a free and open-source software package for electromagnetics simulation via the finite-difference time-domain (FDTD) method spanning a broad range of applications. Description Source:https://meep.readthedocs.io/en/latest/,,,,,1060,https://meep.readthedocs.io/en/stable/,https://meep.readthedocs.io/en/stable/Python_User_Interface/,"https://meep.readthedocs.io/en/stable/Introduction/ , https://meep.readthedocs.io/en/stable/Python_Tutorials/Basics/ ",,,
1061,megadepth,anvil,Megadepth is an efficient tool for extracting coverage related information from RNA and DNA-seq BAM and BigWig files.,,,,,1061,,,,,,
1062,megahit,"anvil, faster",Megahit is a ultra-fast single-node solution for large and complex metagenomics assembly via succinct de Bruijn graph.,,,,,1062,,,,,,
1063,megan,anvil,Megan is a computer program that allows optimized analysis of large metagenomic datasets. Metagenomics is the analysis of the genomic sequences from a usually uncultured environmental sample.,,,,,1063,,,,,,
1064,meme,anvil,Meme is a collection of tools for the discovery and analysis of sequence motifs. Contents.,,,,,1064,,,,,,
1065,meme-suite,bridges-2,"MEME discovers novel, ungapped motifs (recurring, fixed-length patterns) in your sequences (sample output from sequences). MEME splits variable-length patterns into two or more separate motifs. See this Manual for more information. Description Source:https://meme-suite.org/meme/tools/meme",,,,,1065,https://meme-suite.org/meme/,https://meme-suite.org/meme/doc/overview.html,"https://meme-suite.org/meme/doc/meme.html#sp_search , https://meme-suite.org/meme/doc/ame-tutorial.html?man_type=web",,,
1066,memes,anvil,"An R interface to the MEME Suite family of tools, which provides several utilities for performing motif analysis on DNA, RNA, and protein sequences. memes works by detecting a local install of the MEME suite, running the commands, then importing the results directly into R. Description Source:https://github.com/snystrom/memes",,,,,1066,https://github.com/snystrom/memes,https://snystrom.github.io/memes-manual/reference/index.html,https://snystrom.github.io/memes-manual/index.html#quick-examples ,,,
1067,memoryviewer,aces,MemoryViewer software gives system administrators comprehensive insight into the physical memory topology as well as the application memory utilization. Description Source:https://memverge.com/memoryviewer/,,,,,1067,https://memverge.com/memoryviewer/,https://memverge.com/wp-content/uploads/2022/08/QuickStartGuide_MemoryViewer_R1b.pdf,https://memverge.com/wp-content/uploads/2022/08/QuickStartGuide_MemoryViewer_R1b.pdf,,,
1068,mentorgraphics,bridges-2,"The MentorGraphics/tessent.2022.1 modulefile provides Mentor Graphics Tessent 2022.1. Design augmentation and linked applications that detect, mitigate and eliminate risks throughout the IC lifecycle,  helping customers address their debug, test, yield, safety, security, and optimization requirements for todayâs most complex SoCs.",,,,,1068,,,,,,
1069,meraculous,anvil,"Meraculous is a whole genome assembler for Next Generation Sequencing data, geared for large genomes.",,,,,1069,,,,,,
