Software,RP Name,Software Type,Software Class,Research Area,Research Discipline,Software Description,Software's Web Page,Software Documentation/Link,Example Software Use (link),Area-specific Examples,Containerized Version of Software,RP Documentations for Software,Pathing
lldb,ookami,,,,,"LLDB is a next generation, high-performance debugger. It is built as a set of reusable components which highly leverage existing libraries in the larger LLVM Project, such as the Clang expression parser and LLVM disassembler. Description Source:https://lldb.llvm.org/",https://lldb.llvm.org/,https://lldb.llvm.org/man/lldb.html,"https://lldb.llvm.org/use/tutorial.html , https://lldb.llvm.org/python_api.html ",,,,
llvm,"aces, darwin, delta, faster, ookami",,,,,"The LLVM Project is a collection of modular and reusable compiler and toolchain technologies. Despite its name, LLVM has little to do with traditional virtual machines. Description Source:https://llvm.org/",https://llvm.org/,https://llvm.org/docs/Reference.html,"https://llvm.org/docs/GettingStartedTutorials.html , https://llvm.org/docs/UserGuides.html ",,,,
lmdb,"aces, faster",,,,,"LMDB is a universal Python binding for the LMDB ‘Lightning’ Database. Two variants are provided and automatically selected during install: a CFFI variant that supports PyPy and all versions of CPython >=2.7, and a C extension that supports CPython >=2.7 and >=3.4. Both variants provide the same interface. Description Source:https://lmdb.readthedocs.io/en/release/",http://www.lmdb.tech/doc/,http://www.lmdb.tech/doc/group__mdb.html,http://www.lmdb.tech/doc/starting.html,,,,
lmod,"aces, bridges-2, delta, faster, stampede3",,,,,Lmod is a Lua based module system that easily handles the MODULEPATH Hierarchical problem. Environment Modules provide a convenient way to dynamically change the users’ environment through modulefiles. This includes easily adding or removing directories to the PATH environment variable. Description Source:https://lmod.readthedocs.io/en/latest/,https://lmod.readthedocs.io/en/latest/,https://lmod.readthedocs.io/en/latest/010_user.html,"https://lmod.readthedocs.io/en/latest/015_writing_modules.html , https://lmod.readthedocs.io/en/latest/100_modulefile_examples.html , https://lmod.readthedocs.io/en/latest/020_advanced.html ",,,,
lofreq,anvil,,,,,Lofreq is a fast and sensitive variant-caller for inferring SNVs and indels from next-generation sequencing data.,,,,,,,
longphase,anvil,,,,,LongPhase is an ultra-fast program for simultaneously co-phasing SNPs and SVs by using Nanopore and PacBio long reads.,,,,,,,
longqc,anvil,,,,,LongQC is a tool for the data quality control of the PacBio and ONT long reads.,,,,,,,
loopy,faster,,,,,,,,,,,,
lowcharts,bridges-2,,,,,lowcharts is a tool to draw low-resolution graphs in terminal. Description Source:https://github.com/juan-leon/lowcharts,https://github.com/juan-leon/lowcharts,https://docs.rs/lowcharts/latest/lowcharts/all.html,https://docs.rs/lowcharts/latest/lowcharts/#getting-started,,,,
lra,anvil,,,,,"Lra is a sequence alignment program that aligns long reads from single-molecule sequencing (SMS) instruments, or megabase-scale contigs from SMS assemblies.",,,,,,,
ltr_finder,anvil,,,,,LTR_Finder is an efficient program for finding full-length LTR retrotranspsons in genome sequences.,,,,,,,
ltrpred,anvil,,,,,,,,,,,,
ltrpred(ict),anvil,,,,,LTRpred(ict): de novo annotation of young and intact retrotransposons.,,,,,,,
lua,"aces, expanse, faster, ookami",,,,,"Lua is a powerful, fast, lightweight, embeddable scripting language. Lua combines simple procedural syntax with powerful data description constructs based on associative arrays and extensible semantics. Lua is dynamically typed, runs by interpreting bytecode for a register-based virtual machine, and has automatic memory management with incremental garbage collection, making it ideal for configuration, scripting, and rapid prototyping.",https://www.lua.org/,https://www.lua.org/manual/5.4/,"https://www.lua.org/pil/contents.html , https://www.dcc.ufrj.br/~fabiom/lua/ , http://lua-users.org/wiki/SampleCode , http://lua-users.org/wiki/ ",,,,
lumpy,faster,,,,,,,,,,,,
lumpy-sv,anvil,,,,,Lumpy-sv is a general probabilistic framework for structural variant discovery.,,,,,,,
lvm2,kyric,,,,,"LVM2 (Logical Volume Manager 2) is a toolset that allows for logical volume management on Linux systems. It enables users to manage storage objects such as physical volumes, volume groups, and logical volumes, providing flexibility and scalability for storage allocation and management.",https://sourceware.org/lvm2/,https://sourceware.org/git/?p=lvm2.git;a=tree;f=man;hb=HEAD,"https://tldp.org/HOWTO/LVM-HOWTO/index.html , https://sourceware.org/lvm2/wiki/UserDocumentation , https://www.howtoforge.com/linux_lvm",,,,
lxml,"aces, faster",,,,,"The lxml XML toolkit is a Pythonic binding for the C libraries libxml2 and libxslt. It is unique in that it combines the speed and XML feature completeness of these libraries with the simplicity of a native Python API, mostly compatible but superior to the well-known ElementTree API.",https://lxml.de/,https://lxml.de/apidoc/lxml.html,"https://lxml.de/tutorial.html , https://web.archive.org/web/20110108100213/https://infohost.nmt.edu/tcc/help/pubs/pylxml/ ",,,,
lyveset,anvil,,,,,"Lyveset is a method of using hqSNPs to create a phylogeny, especially for outbreak investigations.",,,,,,,
lz4,"aces, faster, ookami",,,,,"LZ4 is lossless compression algorithm, providing compression speed > 500 MB/s per core (>0.15 Bytes/cycle). It features an extremely fast decoder, with speed in multiple GB/s per core (~1 Byte/cycle). A high compression derivative, called LZ4_HC, is available, trading customizable CPU time for compression ratio. Description Source:https://lz4.org/",https://lz4.org/,https://github.com/lz4/lz4/tree/dev/doc,"https://htmlpreview.github.io/?https://github.com/lz4/lz4/blob/master/doc/lz4_manual.html , https://github.com/lz4/lz4/blob/dev/examples/streaming_api_basics.md , https://github.com/lz4/lz4/blob/dev/examples/blockStreaming_doubleBuffer.md , https://github.com/lz4/lz4/tree/dev/examples ",,,,
lzip,darwin,,,,,,,,,,,,
lzma,delta,,,,,,,,,,,,
lzo,faster,,,,,,,,,,,,
m4,"aces, faster, kyric",,Utilties,,,"GNU M4 is an implementation of the traditional Unix macro processor. It is mostly SVR4 compatible although it has some extensions (for example, handling more than 9 positional parameters to macros). GNU M4 also has built-in functions for including files, running shell commands, doing arithmetic, etc. Description Source:https://www.gnu.org/software/m4/",https://www.gnu.org/software/m4/m4.html,https://www.gnu.org/software/m4/manual/m4.html,"https://mbreen.com/m4.html , https://www3.physnet.uni-hamburg.de/physnet/Tru64-Unix/HTML/APS32DTE/M4XXXXXX.HTM , https://www.linuxtoday.com/blog/macro-m4-guide/ ,  https://www.youtube.com/watch?v=yrurIUEGo1c , https://www.youtube.com/watch?v=ULZxHSPWn98",,,,
macrel,anvil,,,,,Macrel is a pipeline to mine antimicrobial peptides (AMPs) from (meta)genomes.,,,,,,,
macs2,anvil,,,,,MACS2 is Model-based Analysis of ChIP-Seq for identifying transcript factor binding sites.,,,,,,,
macs3,anvil,,,,,Macs3 is Model-based Analysis of ChIP-Seq for identifying transcript factor.,,,,,,,
maeparser,"aces, faster",,,,,maeparser is a parser for Schrodinger Maestro files. Description Source:https://github.com/schrodinger/maeparser,https://github.com/schrodinger/maeparser,https://github.com/schrodinger/maeparser/blob/master/MaeParser.cpp,https://github.com/schrodinger/maeparser/blob/master/test/UsageDemo.cpp,,,,
mafft,"aces, anvil, expanse, faster",,,,,MAFFT is a multiple alignment program for amino acid or nucleotide sequences.,,,,,,,
mageck,"anvil, faster",,,,,Model-based Analysis of Genome-wide CRISPR-Cas9 Knockout (MAGeCK) is a computational tool to identify important genes from the recent genome-scale CRISPR-Cas9 knockout screens (or GeCKO) technology.,,,,,,,
magicblast,anvil,,,,,Magic-BLAST is a tool for mapping large next-generation RNA or DNA sequencing runs against a whole genome or transcriptome.,,,,,,,
magics,aces,,,,,"Magics is a plotting package to visualise meteorological data in GRIB, NetCDF, BUFR and ODB format. Description Source:https://github.com/ecmwf/magics",https://confluence.ecmwf.int/display/MAGP/,https://confluence.ecmwf.int/display/MAGP/Reference+guide,https://confluence.ecmwf.int/display/MAGP/Magics+Tutorial,,,,
magma,"aces, delta, expanse, faster",,,,,"Magma is an open-source software platform that gives network operators an open, flexible and extendable mobile core network solution. Description Source:https://github.com/magma/magma",http://icl.cs.utk.edu/magma/index.html,https://icl.utk.edu/projectsfiles/magma/doxygen/,https://icl.utk.edu/projectsfiles/magma/doxygen/_m_a_g_m_a-sparse.html#sparseexample,,,,
mainmast,faster,,,,,,,,,,,,
make,"aces, faster, kyric",,Utilties,,,GNU Make is a tool which controls the generation of executables and other non-source files of a program from the program's source files.,https://www.gnu.org/software/make/,https://www.gnu.org/software/make/manual/make.html,"https://www.gnu.org/software/make/manual/make.html#Rule-Example , https://makefiletutorial.com/ , https://www.cs.swarthmore.edu/~newhall/unixhelp/howto_makefiles.html",,,,
makedepend,"aces, faster",,,,,The makedepend package contains a C-preprocessor like utility to determine build-time dependencies.,,,,,,,
makeinfo,"aces, faster",,Utilties,,,"Texinfo uses a single source file to produce output in a number of formats, both online and printed (HTML, PDF, DVI, Info, DocBook, LaTeX, EPUB 3). This means that instead of writing different documents for online information and another for a printed manual, you need write only one document.",https://www.gnu.org/software/texinfo/,https://linux.die.net/man/1/makeinfo,https://www.gnu.org/software/texinfo/manual/texinfo/texinfo.html#Generic-Translator-texi2any,,,,
maker,anvil,,,,,Maker is a portable and easily configurable genome annotation pipeline.,,,,,,,
mako,"aces, faster",,,,,"Mako is a template library for Python that allows developers to generate dynamic content in various formats such as HTML, XML, or text files. It provides a powerful and flexible way to create templates and combine them with data to produce output.",https://www.makotemplates.org/,https://docs.makotemplates.org/en/latest/,https://docs.makotemplates.org/en/latest/usage.html,,,,
mamba,"aces, faster",,,,,"Mamba is a fast, robust, and cross-platform package manager. It runs on Windows, OS X and Linux (ARM64 and PPC64LE included) and is fully compatible with conda packages and supports most of conda's commands.",https://github.com/mamba-org/mamba,https://mamba.readthedocs.io/en/latest/,"https://mamba.readthedocs.io/en/latest/user_guide/concepts.html , https://blog.hpc.qmul.ac.uk/mamba/ , https://prefix.dev/docs/mamba/overview ",,,,
manta,anvil,,,,,Manta calls structural variants (SVs) and indels from mapped paired-end sequencing reads.,,,,,,,
map,stampede3,,,,,,,,,,,,
mapcaller,anvil,,,,,Mapcaller is an efficient and versatile approach for short-read mapping and variant identification using high-throughput sequenced data,,,,,,,
mapdamage2,anvil,,,,,"mapDamage2 is a computational framework written in Python and R, which tracks and quantifies DNA damage patterns among ancient DNA sequencing reads generated by Next-Generation Sequencing platforms.",,,,,,,
marginpolish,anvil,,,,,MarginPolish is a graph-based assembly polisher.,,,,,,,
mariadb,faster,,,,,,,,,,,,
mash,anvil,,,,,Mash is a fast sequence distance estimator that uses MinHash.,,,,,,,
mashmap,anvil,,,,,Mashmap is a fast approximate aligner for long DNA sequences.,,,,,,,
mashtree,anvil,,,,,Mashtree is a tool to create a tree using Mash distances.,,,,,,,
masurca,"anvil, faster",,,,,"The MaSuRCA (Maryland Super Read Cabog Assembler) genome assembly and analysis toolkit contains of MaSuRCA genome assembler, QuORUM error corrector for Illumina data, POLCA genome polishing software, Chromosome scaffolder, jellyfish mer counter, and MUMmer aligner.",,,,,,,
mathematica,"darwin, faster",,,,,"Mathematica is a mathematical computation program used in scientific, engineering, mathematical, and computing fields. It's a software system with built-in libraries for machine learning, statistics, symbolic computation, and more. Mathematica uses intelligent automation in every part of the system, from algorithm selection to plot layout and user interface design. Description Source:https://www.wolfram.com/mathematica/",https://www.wolfram.com/mathematica/,https://reference.wolfram.com/workbench/index.jsp,"https://reference.wolfram.com/workbench/topic/com.wolfram.eclipse.help/html/tasks/documentationpaclets/starting.html , https://www.wolfram.com/wolfram-u/courses/wolfram-language/hands-on-start-to-mathematica-wl005/ ",,,,
