Software,RP Name,Software Type,Software Class,Research Field,Research Area,Research Discipline,Software Description,Core Features,General Tags,Software's Web Page,Software Documentation,Example Software Use,RP Software Documentation,Version Info,AI Description,Example Use
mhm2,Anvil,Computational Software,Simulation Tool,Physical Sciences,,,"MetaHipMer is a de novo metagenome short-read assembler. Version 2 (MHM2) is written entirely in UPC++ and runs efficiently on both single servers and on multinode supercomputers, where it can scale up to coassemble terabase-sized metagenomes.","Monte Carlo Simulations For Lipid Bilayers, Simulation Of Liquid Crystal Membranes, Study Of Membrane Properties, Modeling Complex Systems","Monte Carlo Simulation, Liquid Crystal Membranes, Bilayer Simulation",,,,Anvil: https://www.rcac.purdue.edu/software/mhm2,Anvil: 2.0.0,mhm2 is a tool for simulating liquid crystal membranes using Monte Carlo techniques. It allows users to model complex lipid bilayers and study their properties in various conditions.,
microbedmm,Anvil,Bioinformatics Tool,Simulation Tool,Biological Sciences,Environmental Biology,Biological Sciences,MicrobeDMM is a suite of programs used for empirical Bayes fitting of DMM models.,"Prediction Of Microbial Community Dynamics, Simulation Of Microbial Growth & Interactions, Consideration Of Environmental Factors, Analysis Of Metabolic Pathways, Visualization Of Community Dynamics","Microbial Community Dynamics, Metabolic Interactions, Simulation Tool, Bioinformatics",,,,Anvil: https://www.rcac.purdue.edu/software/microbedmm,Anvil: 1.0,"MicrobeDMM is a software tool for the prediction of microbial community dynamics and metabolic interactions. It enables users to simulate the growth and interactions of multiple microbial species in a community, taking into account environmental factors and metabolic pathways.",
minialign,Anvil,Tool,Research,Biological Sciences,Genetics,Bioinformatics,Minialign is a little bit fast and moderately accurate nucleotide sequence alignment tool designed for PacBio and Nanopore long reads.,"Ultrafast Multiple Sequence Alignment, Memory Efficient Handling Of Large Datasets, Highly Accurate Alignment Results, Support For DNA, RNA, & Protein Sequences, Advanced K-Mer Based Alignment Strategy, Progressive Alignment For Final Msa Generation","Bioinformatics, Hpc Tools",,,,Anvil: https://www.rcac.purdue.edu/software/minialign,"Anvil: 0.5.3
Bridges-2: 0.6.0","minialign is an ultrafast, memory efficient, and highly accurate tool for multiple sequence alignment (MSA) of biological sequences. It is designed to handle very large datasets with high throughput. The software employs a k-mer based approach for rapid pairwise alignment followed by progressive alignment to generate the final MSA.",
miniasm,Anvil,Assembler,Bioinformatics,Biological Sciences,Genomics,,Miniasm is a very fast OLC-based de novo assembler for noisy long reads.,"1. Assembles long noisy reads
2. Corrects reads errors and identifies overlaps between reads
3. Generates contigs using the OLC paradigm
4. Handles high error rates efficiently","Assembly, Genome, Sequence Analysis",,,,Anvil: https://www.rcac.purdue.edu/software/miniasm,Anvil: 0.3_R179,Miniasm is a minimal-contig assembler that generates long noisy read assemblies using the Overlap-Layout-Consensus (OLC) paradigm.,
miniconda3,"Aces, Faster",Package Manager,Environment & Package Management,Computer & Information Sciences,,,"Miniconda is a free minimal installer for conda. It is a small bootstrap version of Anaconda that includes only conda, Python, the packages they both depend on, and a small number of other useful packages (like pip, zlib, and a few others). If you need more packages, use the conda install command to install from thousands of packages available by default in Anaconda’s public repo, or from other channels, like conda-forge or bioconda. 
Description Source: https://docs.anaconda.com/free/miniconda/index.html","Package Management System, Environment Creation & Management, Dependency Resolution","Package Management, Dependency Management, Software Installation",https://docs.anaconda.com/free/miniconda/,https://docs.conda.io/projects/conda/en/latest/dev-guide/index.html,"https://conda.io/projects/conda/en/latest/user-guide/getting-started.html 
https://conda.io/projects/conda/en/latest/user-guide/tasks/manage-environments.html ","Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 4.12.0, 22.11.1-1, 23.3.1-0, 23.5.2-0, 23.9.0-0
Faster: 4.4.10, 4.7.10, 4.9.2, 4.12.0, 22.11.1-1, 23.3.1-0, 23.5.2-0","Miniconda is a free minimal installer for conda. It is a package management system that simplifies the installation and management of software packages. Miniconda allows users to create environments containing dependencies from a specified list of packages, making it easier to manage different projects with conflicting package requirements.",
minimap2,"Anvil, Faster",Bioinformatics Tool,Sequence Alignment Tool,Biological Sciences,Genomics,Bioinformatics,Minimap2 is a versatile pairwise aligner for genomic and spliced nucleotide sequences.,"High Speed & Efficiency, Accurate Alignment Of Sequences To A Reference Genome, Support For Long-Read Sequences, Ability To Handle Noisy & Error-Prone Data, Multiple Output Formats, Indexing Of Reference Genomes For Faster Alignment","Sequence Alignment, Bioinformatics, Genomics, Computational Biology",,,,"Anvil: https://www.rcac.purdue.edu/software/minimap2 
Faster: https://hprc.tamu.edu/software/faster/","Anvil: 2.22, 2.24, 2.26
Faster: 2.17, 2.20, 2.23","Minimap2 is a versatile sequence alignment program that can be used for mapping DNA or cDNA sequences to a reference genome. It is known for its speed and accuracy, making it a popular choice for various bioinformatics applications.",
minipolish,Anvil,,,,,,Minipolish is a tool for Racon polishing of miniasm assemblies.,"Polishing Long-Read Sequencing Data Assemblies, Improved Accuracy Of Assemblies, Works Well With Miniasm & Flye Assemblies","Genome Assembly, Sequence Analysis, Bioinformatics",,,,Anvil: https://www.rcac.purdue.edu/software/minipolish,Anvil: 0.1.3,minipolish is a software tool that is used for polishing assemblies of long-read sequencing data. It is particularly useful for polishing assemblies generated by tools like Miniasm or Flye.,
miniprot,Anvil,Prediction & Modeling,Molecular Modeling,Biological Sciences,Structural Biology,Bioinformatics,"Miniprot aligns a protein sequence against a genome with affine gap penalty, splicing and frameshift.","Protein Structure Prediction, Protein Folding Simulations, Structural Analysis, User-Friendly Interface","Protein Structure Prediction, Molecular Modeling, Protein Folding, Structural Analysis, Bioinformatics",,,,Anvil: https://www.rcac.purdue.edu/software/miniprot,"Anvil: 0.3, 0.7","Miniprot is a software tool for predicting and modeling protein structures, including protein folding, structure prediction, and structural analysis. It is designed to be user-friendly and efficient for researchers working in the field of protein structure prediction and molecular modeling.",
minizip,"Aces, Faster",Compression/Archiving,Library,,,,Mini zip and unzip based on zlib,"Creating Zip Archives, Reading Zip Archives, Updating Zip Archives, Cross-Platform Compatibility, Minimalistic Design","Compression, Archiving, Library, Open Source",,,,"Aces: https://hprc.tamu.edu/software/aces/ 
Faster: https://hprc.tamu.edu/software/faster/","Aces: 1.1
Faster: 1.1","Minizip is a minimalistic, open-source library that provides a simple API to create, read, and update zip files. It is a lightweight solution for working with zip archives in C or C++ projects.",
mirdeep2,"Anvil, Expanse",Tool,Bioinformatics,Biological Sciences,Molecular Biology,Genetics,"miRDeep2 discovers active known or novel miRNAs from deep sequencing data (Solexa/Illumina, 454, ...).","Discovery Of Known & Novel Micrornas, Integration Of Sequencing Data Analysis, Prediction Of Mirna Secondary Structure, Quantification Of Mirna Expression Levels, Identification Of Mirna Targets","Bioinformatics, Computational Biology",,,,"Anvil: https://www.rcac.purdue.edu/software/mirdeep2 
Expanse: https://www.sdsc.edu/support/user_guides/expanse.html#modules","Anvil: 2.0.1.3
Expanse: 0.0.8","miRDeep2 is a computational tool for discovering known and novel microRNAs from small RNA sequencing data. It integrates standard sequencing data analysis with novel features like predicting the secondary structure of miRNAs, quantifying their expression levels, and identifying their targets.",
mirtop,Anvil,Annotation Tool,Bioinformatics Tool,Biological Sciences,Bioinformatics,Genetics,Mirtop is a ommand line tool to annotate with a standard naming miRNAs e isomiRs.,"1. Annotation of microRNAs in small RNA sequencing data
2. Quantification of microRNA expression levels
3. Identification of microRNA-gene target interactions
4. Visualization of microRNA expression profiles","Microrna Annotation, Small RNA Sequencing, Gene Regulation, Bioinformatics",,,,Anvil: https://www.rcac.purdue.edu/software/mirtop,Anvil: 0.4.25,Mirtop is a software tool for the annotation and quantification of microRNAs in small RNA sequencing data. It assists in the identification of microRNA sequences and their corresponding gene targets.,
mitofinder,Anvil,Annotation Tool,Bioinformatics Tool,Biological Sciences,Mitochondrial Genomics,Genomics,Mitofinder is a pipeline to assemble mitochondrial genomes and annotate mitochondrial genes from trimmed read sequencing data.,"Identification & Assembly Of Mitochondrial Genomes, Mitogenome Annotation, Comparative Analysis Of Mitochondrial Genomes, Visualization Tools For Mitochondrial Genome Data","Bioinformatics, Genomics, Mitochondrial Genomes, Next-Generation Sequencing, Annotation",,,,Anvil: https://www.rcac.purdue.edu/software/mitofinder,Anvil: 1.4.1,"MitoFinder is a bioinformatics tool designed for the identification and annotation of mitochondrial genomes from next-generation sequencing data. It facilitates the assembly, annotation, and comparative analysis of mitochondrial genomes.",
mkl,"Bridges-2, Kyric, Stampede3",Computational Software,Library,Mathematics,Numerical Analysis,Applied Mathematics,"The Intel® oneAPI Math Kernel Library (oneMKL) helps you achieve maximum performance with a math computing library of highly optimized, extensively parallelized routines for CPU and GPU. The library has C and Fortran interfaces for most routines on CPU, and SYCL interfaces for some routines on both CPU and GPU. 
Description Source: https://www.intel.com/content/www/us/en/developer/tools/oneapi/onemkl.html#gs.4ofwv9","Highly optimized mathematical library; Thread-safe functions; Implementations of BLAS, LAPACK, ScaLAPACK, FFT, sparse solvers, and more; Supports Intel processors for improved performance.","Mathematical Library, Optimized Computations, Thread-Safe Functions",https://www.intel.com/content/www/us/en/developer/tools/oneapi/onemkl.html#gs.54486a,https://www.intel.com/content/www/us/en/docs/onemkl/developer-guide-linux/2024-1/overview.html,"https://www.intel.com/content/www/us/en/docs/onemkl/tutorial-c/2021-4/overview-001.html#GUID-61CC7FFD-4B0B-44CB-B76A-F8D875E935D2 
https://www.intel.com/content/www/us/en/docs/onemkl/get-started-guide/2024-0/overview.html 
https://portal.nacad.ufrj.br/online/intel/mkl/common/tutorials/mkl_mmx_f/GUID-CEB793BF-BEFC-42F3-9D4D-F1207725B2DC.htm ","Bridges-2: https://www.psc.edu/resources/software/mkl 
Stampede3: https://tacc.utexas.edu/use-tacc/software-list/","Bridges-2: 2020.4.304
Kyric: Latest, 2021.1.1","Intel Math Kernel Library (Intel MKL) is a highly optimized, thread-safe, mathematical library for performing mathematical, statistical, and data analysis computations. It offers high-performance implementations of BLAS, LAPACK, ScaLAPACK, sparse solvers, FFT, and more for Intel processors.",
